TSNE_1,TSNE_2,Cluster,Income,TotalSpending,Age,Recency
-27.916555,-20.979517,0,23976.0,66,30,68
28.958374,-22.73801,2,80950.0,1213,53,44
-21.674553,36.124317,0,27038.0,107,48,64
23.435143,-13.896421,2,77457.0,1157,67,85
4.8923054,-28.614027,3,64100.0,546,50,93
-49.05993,-28.900438,0,42670.0,241,22,12
-24.218061,-20.067783,0,12571.0,53,38,86
-24.95779,-0.6578476,0,22574.0,37,47,28
26.233004,-30.667276,1,51381.5,1611,25,69
41.332596,5.647282,2,70893.0,1508,38,42
-10.174938,1.8881401,0,54198.0,235,48,13
-26.3395,18.485533,0,28839.0,32,58,86
-22.017786,-1.8404003,0,40321.0,102,42,59
-14.093369,-10.443624,0,66503.0,401,29,30
-32.015068,29.556915,0,30833.0,28,63,33
13.248955,-30.588085,1,51381.5,1052,44,67
16.09017,7.673236,3,64795.0,680,43,23
-52.86917,-3.0461895,0,34421.0,30,40,81
-37.487843,26.119316,0,47025.0,20,49,6
18.704542,11.677006,3,64325.0,1307,53,41
2.0860746,2.1860075,3,40464.0,630,61,78
26.822828,24.575329,2,62187.0,1283,57,49
-31.095331,-16.683115,0,14849.0,65,38,39
-41.089962,-18.785418,0,27255.0,37,30,3
-30.701841,29.812117,0,54432.0,38,64,37
-35.647903,-20.62617,0,29999.0,160,28,22
-55.255535,-13.180716,0,24072.0,23,31,79
-52.330597,-24.35929,0,33996.0,71,25,46
9.866608,17.836678,3,66334.0,1161,58,82
56.101543,-41.78001,0,35178.0,59,43,10
-48.02574,-15.087371,0,22010.0,33,31,51
25.882732,21.864265,2,62204.0,946,54,38
25.7176,-34.40451,1,75693.0,1442,46,10
-37.419983,-7.8692813,0,30675.0,62,42,14
22.149508,-18.32072,2,83003.0,1674,49,18
26.312307,-23.164131,2,83532.0,1853,115,36
49.674343,10.104154,2,68655.0,1538,26,95
-48.10944,-28.395508,0,41411.0,139,28,11
15.302933,-49.70775,1,55212.0,1182,45,65
2.0435178,37.100338,3,59292.0,507,64,71
56.643425,-41.816326,0,27190.0,18,41,13
36.056175,30.260612,2,82623.0,940,62,58
-32.14454,16.807589,0,44300.0,42,49,65
39.477932,14.312609,2,84835.0,1190,44,0
-23.769228,1.7708501,0,30372.0,44,43,33
60.62406,-39.336834,0,33181.0,16,38,90
15.513011,20.307016,3,71113.0,835,57,95
40.714504,-26.550797,1,71952.0,1443,28,93
24.011042,29.441748,2,69759.0,1029,48,38
39.319725,7.0507207,2,72099.0,1188,40,18
10.65515,6.3721957,3,60000.0,1277,38,57
-13.622692,-43.852837,0,38643.0,49,36,45
3.2194254,-31.881243,0,50737.0,99,59,61
40.06936,10.834093,2,68462.0,1670,45,6
-12.308039,-44.81226,3,65073.0,900,71,65
3.5535676,37.042522,3,46681.0,425,66,52
30.300495,-21.590927,2,78618.0,2153,57,87
3.2540812,14.152325,3,62187.0,636,45,38
-45.55205,-10.560077,0,28442.0,57,36,53
-43.771664,-14.078349,0,37717.0,25,36,31
-3.192277,-4.818908,3,51479.0,494,47,67
11.84441,14.310795,3,54803.0,693,45,65
44.69235,24.263273,2,79530.0,1348,54,64
-53.78498,-5.753576,0,31615.0,51,38,82
36.092117,14.974554,2,72025.0,1932,52,27
3.5791233,12.09998,3,52614.0,990,39,63
-53.0519,-14.727151,0,35684.0,30,30,66
-8.411017,-5.1771936,0,48178.0,254,39,69
56.52757,-40.261093,0,29548.0,29,44,52
9.064908,-27.145176,3,63810.0,1371,48,45
-20.161495,4.8548603,0,38578.0,73,42,2
-18.014782,-5.9986944,0,46098.0,120,39,86
54.859997,-42.31746,0,22585.0,81,44,23
-41.981888,-20.132004,0,30279.0,37,25,13
20.865969,20.921524,3,66426.0,1377,53,14
-52.15392,-0.11663311,0,30822.0,51,45,92
-33.73141,-2.1008904,0,33581.0,17,45,38
-55.002457,-14.287609,0,19986.0,22,29,74
11.887355,30.469473,3,27421.0,324,60,14
-6.8136454,-8.518487,0,35688.0,211,41,94
-42.04757,-11.0206175,0,36143.0,19,33,33
-40.58812,-4.3776684,0,10245.0,41,43,32
7.508321,-31.802704,3,43795.0,492,46,11
23.184769,15.209861,2,63381.0,1005,54,78
-8.551326,41.316296,0,38823.0,114,65,56
9.450393,7.969061,3,83664.0,1173,46,57
32.91381,-17.186966,2,90300.0,1738,35,7
-10.521459,10.963384,0,62499.0,222,35,0
46.679165,11.162037,2,74293.0,1127,21,66
-6.85102,38.911285,0,51012.0,209,68,86
10.010969,14.577965,3,70777.0,787,46,80
45.387367,3.5476284,2,68682.0,1598,23,56
-18.21202,2.932468,0,43824.0,186,43,18
-48.07089,-15.638073,0,15345.0,47,30,51
-55.33483,-14.995465,0,23442.0,27,27,71
-25.130514,-20.716156,0,14515.0,96,34,71
-24.910706,16.46083,0,31395.0,64,58,80
33.481506,9.555025,2,75276.0,1040,49,2
-19.109179,-5.9713125,0,42373.0,163,40,83
12.215078,29.537542,0,30507.0,343,54,29
3.9159422,-10.743015,3,55521.0,446,59,11
-32.48071,18.320448,0,48006.0,41,49,55
-31.869152,-11.064804,0,27213.0,70,42,19
-13.316103,2.6771564,0,65808.0,272,43,1
-38.893463,-8.149649,0,30351.0,46,40,19
3.8452697,24.968166,3,50437.0,490,51,28
-26.983997,-21.883501,0,23616.0,79,32,76
27.773247,3.7899842,2,53858.0,915,38,50
14.387675,-20.465456,3,66465.0,1485,59,1
-13.378885,-16.147316,0,46923.0,369,27,90
14.0382595,20.598806,3,75072.0,1073,52,83
40.68135,27.085445,2,75865.0,1242,71,73
57.19577,-40.336517,0,19789.0,78,39,24
13.05556,-51.757023,1,80134.0,1378,20,11
30.66921,-27.437246,1,91065.0,1474,33,33
0.897553,-6.131069,3,49505.0,751,43,4
-34.94257,-8.022504,0,37401.0,48,41,14
-42.60037,-16.859215,0,30096.0,45,31,30
-55.0178,-13.021487,0,18492.0,10,32,75
19.955788,-32.30251,1,82584.0,1435,40,26
22.944931,-14.9159975,2,93027.0,2119,73,77
-34.28507,29.473183,0,48686.0,20,61,8
27.137297,-32.714508,1,92910.0,1795,28,42
21.074373,-34.616024,1,75433.0,1188,25,28
-51.288456,-17.458994,0,10404.0,43,25,52
33.34589,10.642572,2,61314.0,1008,46,1
12.448326,-51.273552,1,84865.0,1688,53,1
-10.358965,-13.765702,3,42387.0,684,25,42
7.118721,-4.674567,3,67309.0,1082,47,76
20.926744,19.704329,2,75236.0,1068,50,27
-36.088047,-5.2659082,0,30015.0,57,44,28
-11.83246,40.009586,0,50943.0,46,58,49
16.563288,8.391937,3,67272.0,733,48,12
0.9152149,27.636013,3,51529.0,467,65,14
-49.986004,3.9162104,0,32011.0,122,43,89
-58.76239,-16.114624,0,7500.0,36,28,96
-52.08326,-17.4172,0,28691.0,34,25,56
-4.929446,38.855007,3,56223.0,156,66,72
-13.064585,44.30391,0,18100.0,14,68,14
-41.981926,-20.132002,0,30279.0,37,25,13
-57.08947,1.7057725,0,20130.0,34,40,99
-19.837961,38.110332,0,23295.0,20,55,72
-21.34659,-14.856424,0,42618.0,192,42,92
38.17773,-28.912886,2,81246.0,1379,50,87
-35.208347,-10.845827,0,24027.0,48,38,7
0.83966756,37.79897,3,55707.0,428,61,91
16.120028,20.366787,3,57959.0,868,59,71
18.744728,8.463994,3,56796.0,1001,45,24
-35.160492,-5.925111,0,36230.0,59,43,17
-15.050776,-17.526808,3,70829.0,431,34,87
14.825254,7.691039,3,65991.0,971,38,21
-5.228104,-5.1040926,3,38988.0,348,42,90
30.23757,-26.813921,1,89572.0,2059,48,44
59.73292,-36.638676,0,42207.0,265,30,71
0.5772393,35.117565,3,50300.0,270,62,52
46.698963,13.083047,2,66664.0,1289,32,78
11.591222,-17.492443,3,60597.0,893,50,2
36.255985,30.766,2,70165.0,926,65,60
-3.9300368,28.139297,0,50520.0,135,56,25
44.881264,-25.862246,2,80124.0,1495,51,47
-29.975294,-14.923602,0,33183.0,120,39,46
43.143738,22.748585,2,66582.0,1288,45,83
19.333542,-30.607777,1,75261.0,1743,59,17
-37.451565,-6.991077,0,31880.0,15,44,13
6.0306015,19.88388,3,53790.0,542,63,86
7.3501306,11.256702,3,49269.0,890,43,92
29.12525,13.5993805,2,61456.0,1388,39,47
-41.05787,-15.654218,0,37406.0,17,34,18
4.418134,-24.590631,3,56937.0,906,33,81
-36.702335,10.239462,0,38415.0,44,36,91
-52.289783,-16.273018,0,20518.0,25,26,58
20.431263,13.158409,3,62503.0,973,58,40
-33.701916,10.087829,0,41644.0,31,42,67
-2.8219209,9.908836,3,55842.0,518,37,19
6.7904716,12.141534,3,62010.0,530,42,93
-8.726326,-11.743056,3,41124.0,506,37,41
-48.14925,-3.800357,0,38961.0,70,41,60
-47.275677,-4.337047,0,37760.0,54,42,54
57.0625,-36.442757,0,32233.0,296,40,26
0.9396828,10.922273,0,43057.0,266,39,30
38.871983,24.704836,2,83151.0,747,54,93
35.236595,19.514267,2,78825.0,895,50,35
-1.3791348,11.045715,3,65104.0,1053,38,4
8.52304,12.247457,3,60093.0,735,40,92
-38.429756,-5.9969177,0,14045.0,20,45,24
-9.995379,37.046535,0,28457.0,205,62,96
33.18949,19.93162,2,78952.0,2092,56,11
-20.258358,-15.514126,0,46310.0,309,38,99
26.594278,-20.166649,2,76005.0,1722,59,72
5.7448206,15.88908,3,58308.0,900,50,77
6.3790655,-28.545916,3,55614.0,682,70,85
9.117086,16.058157,3,59432.0,663,52,88
-11.474602,24.007233,0,55563.0,43,36,22
11.913005,10.963989,2,78642.0,1816,43,83
16.713736,21.24845,3,67911.0,976,65,63
22.155937,26.578491,3,65275.0,746,70,9
-25.090042,18.839727,0,27203.0,64,64,92
-16.034405,42.572636,0,48330.0,32,53,2
-35.141968,-26.787767,0,24279.0,263,24,6
23.30008,3.3285725,2,64355.0,1445,29,66
-11.83246,40.009586,0,50943.0,46,58,49
21.400684,19.274883,3,53653.0,1210,61,29
45.24844,18.862642,2,65665.0,945,38,77
49.07628,10.49326,2,81217.0,1157,25,77
-55.23463,-22.603039,0,34935.0,137,22,71
19.483213,12.14051,3,61250.0,730,55,49
60.201523,-37.243504,0,39665.0,216,33,97
35.10342,5.8408346,2,60152.0,943,35,6
3.931756,-28.500711,3,48920.0,347,50,93
25.53638,-15.1704,2,89120.0,1924,55,78
2.2078888,21.267199,3,44124.0,397,68,62
41.75168,5.3693676,2,81169.0,2089,39,47
-17.409126,4.7640553,0,36443.0,138,53,9
-56.39306,-15.218337,0,26095.0,42,24,77
26.242088,29.624638,2,71367.0,777,55,24
22.754175,-27.2708,1,80184.0,1902,70,19
-31.596441,16.15637,0,30630.0,52,49,67
42.689796,-26.626879,2,73454.0,1651,27,95
-15.404331,-11.32236,0,42691.0,358,23,48
18.726797,-29.510855,1,70503.0,1727,61,73
-34.407207,-22.353802,0,25545.0,210,27,35
-55.88874,-14.555979,0,32880.0,42,28,76
27.504953,30.612041,2,77863.0,1291,56,20
-0.6845762,15.999346,3,50353.0,442,37,72
36.060818,14.83385,2,61839.0,1895,50,20
-4.751383,-2.2117894,3,49154.0,411,54,69
26.652359,5.197208,3,47682.0,521,39,80
41.898457,23.631971,2,72679.0,1168,45,65
3.7547903,-25.002077,3,57954.0,493,37,52
-18.375584,17.630243,0,65316.0,260,52,65
-50.141777,-13.574844,0,28567.0,46,32,57
1.8537376,21.366983,3,47352.0,319,63,70
-9.350653,25.518204,0,44931.0,96,47,0
23.702133,-19.931046,2,76982.0,1062,47,19
0.6599481,35.0639,3,57247.0,232,62,50
-27.428358,-20.706423,0,22944.0,76,33,67
-30.551535,-16.961246,0,25315.0,54,37,46
-5.702055,21.755665,0,43638.0,201,45,37
-16.820269,-14.800021,0,42710.0,406,30,38
19.524681,-33.38472,1,84169.0,1919,32,9
30.809464,4.775166,2,54058.0,662,38,56
-59.114098,-13.532863,0,24683.0,41,24,98
45.176907,22.884844,2,85620.0,1600,50,68
-54.7729,-8.480219,0,47850.0,134,34,72
53.687946,-37.464546,0,19514.0,69,46,47
-25.937513,2.562505,0,27159.0,21,41,33
-28.49592,17.551655,0,39548.0,54,51,87
59.153408,-42.914154,0,21474.0,91,25,0
4.790912,12.858041,3,60504.0,526,43,73
-20.731958,36.32125,0,22419.0,162,51,74
31.313396,28.57151,2,81698.0,1008,65,4
-17.096771,11.616512,3,43462.0,240,62,50
28.567356,4.8580174,2,54880.0,795,36,57
33.16985,-17.826267,2,79908.0,1772,32,30
-39.251637,3.00218,0,15315.0,64,44,27
12.446141,-50.766266,1,87771.0,1957,55,61
-38.3157,-12.325677,0,33039.0,78,36,4
47.524467,13.261381,2,81741.0,1572,34,75
17.710571,7.2976904,3,71499.0,795,43,12
33.736565,12.525847,2,62466.0,889,44,13
2.866028,30.611057,3,48799.0,331,51,9
-0.5297512,34.674004,3,52157.0,265,64,48
8.913563,16.645208,3,66565.0,1065,52,80
-27.159765,21.583628,0,29298.0,11,63,60
-13.262696,22.56275,0,47691.0,21,35,43
